,Name,Source,destination,date_of_journey,fare,duration,arrival_time,departure_time,stops
12449,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,6160,12h 20m,20:40,08:20,1 stop at Delhi
12450,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,6160,13h,20:35,07:35,1 stop at Bengaluru
12451,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,6160,14h,06:35,16:35,1 stop at Delhi
12452,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,6160,15h 5m,06:35,15:30,1 stop at Delhi
12453,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,7h,00:40,17:40,1 stop at Delhi
12454,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,9h 25m,09:10,23:45,1 stop at Delhi
12455,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,10h 35m,04:15,17:40,1 stop at Delhi
12456,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,11h 10m,10:55,23:45,1 stop at Delhi
12457,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,13h 5m,12:50,23:45,1 stop at Delhi
12458,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,15h 15m,15:00,23:45,1 stop at Delhi
12459,Go First,GOI-Goa,BOM-Mumbai,2021-12-03,6326,15h 30m,09:10,17:40,1 stop at Delhi
12460,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-03,7521,1h 15m,17:45,16:30,Non Stop
12461,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,7890,16h 10m,09:40,17:30,"2 Stops (MYQ, HYD)"
12462,SpiceJet,GOI-Goa,BOM-Mumbai,2021-12-03,7941,1h 15m,18:50,17:35,Non Stop
12463,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-03,8046,1h 10m,19:40,18:30,Non Stop
12464,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,8205,6h 25m,23:55,17:30,"2 Stops (MYQ, HYD)"
12465,SpiceJet,GOI-Goa,BOM-Mumbai,2021-12-03,9095,1h 15m,14:45,13:30,Non Stop
12466,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,9097,6h 40m,00:35,17:55,"2 Stops (HYD, BLR)"
12467,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,9097,11h 10m,07:15,20:05,"2 Stops (HYD, BLR)"
12468,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-03,9097,13h 20m,07:15,17:55,"2 Stops (HYD, BLR)"
12469,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,9202,5h 35m,20:15,14:40,1 stop at Bengaluru
12470,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,9202,7h 10m,21:50,14:40,1 stop at Bengaluru
12471,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,9202,8h 45m,23:25,14:40,1 stop at Bengaluru
12472,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,9202,11h 35m,08:35,21:00,1 stop at Bengaluru
12473,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,9202,17h 35m,08:15,14:40,1 stop at Bengaluru
12474,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,9307,6h 5m,20:45,14:40,1 stop at Bengaluru
12475,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,9780,19h 35m,10:15,14:40,1 stop at Bengaluru
12476,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-03,9831,1h 15m,14:25,13:10,Non Stop
12477,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,11123,8h 20m,23:00,14:40,"2 Stops (BLR, HYD)"
12478,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,12405,20h 45m,11:25,14:40,1 stop at Bengaluru
12479,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,7h 50m,09:05,01:15,1 stop at Delhi
12480,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,8h 55m,10:10,01:15,1 stop at Delhi
12481,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,10h,11:15,01:15,1 stop at Delhi
12482,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,11h 35m,12:50,01:15,1 stop at Delhi
12483,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,18h 45m,20:00,01:15,1 stop at Delhi
12484,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,20h,21:15,01:15,1 stop at Delhi
12485,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13192,20h 20m,21:35,01:15,"2 Stops (DEL, IXU)"
12486,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13300,15h 50m,12:50,21:00,"2 Stops (BLR, DEL)"
12487,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13300,23h,20:00,21:00,"2 Stops (BLR, DEL)"
12488,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13300,23h,20:00,21:00,"2 Stops (BLR, DEL)"
12489,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13300,24h 15m,21:15,21:00,"2 Stops (BLR, DEL)"
12490,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13300,24h 15m,21:15,21:00,"2 Stops (BLR, DEL)"
12491,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13300,24h 35m,21:35,21:00,"3 Stops (BLR, DEL, IXU)"
12492,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,5h 50m,20:00,14:10,1 stop at Delhi
12493,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,7h 5m,21:15,14:10,1 stop at Delhi
12494,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,7h 25m,21:35,14:10,"2 Stops (DEL, IXU)"
12495,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13612,11h 50m,09:45,21:55,1 stop at Delhi
12496,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13612,13h 40m,11:35,21:55,1 stop at Delhi
12497,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,18h 55m,09:05,14:10,1 stop at Delhi
12498,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,20h,10:10,14:10,1 stop at Delhi
12499,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,20h 55m,22:10,01:15,1 stop at Delhi
12500,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,13612,21h 5m,11:15,14:10,1 stop at Delhi
12501,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13612,22h 10m,20:05,21:55,1 stop at Delhi
12502,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13612,23h 20m,21:15,21:55,1 stop at Delhi
12503,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13612,25h 55m,23:50,21:55,1 stop at Delhi
12504,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,13h 15m,11:10,21:55,1 stop at Delhi
12505,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,14h 40m,12:35,21:55,1 stop at Delhi
12506,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,16h 5m,14:00,21:55,1 stop at Delhi
12507,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,18h 35m,16:30,21:55,1 stop at Delhi
12508,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,19h 45m,17:40,21:55,1 stop at Delhi
12509,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,21h 10m,19:05,21:55,1 stop at Delhi
12510,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,13717,24h 5m,22:00,21:55,1 stop at Delhi
12511,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,14032,8h,22:10,14:10,1 stop at Delhi
12512,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,14347,17h 5m,15:00,21:55,1 stop at Delhi
12513,Vistara,GOI-Goa,BOM-Mumbai,2021-12-03,14347,24h 55m,22:50,21:55,1 stop at Delhi
12514,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,14872,17h,18:15,01:15,"2 Stops (DEL, IDR)"
12515,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,15712,14h 35m,15:50,01:15,"2 Stops (DEL, JAI)"
12516,Air India,GOI-Goa,BOM-Mumbai,2021-12-03,19296,20h,21:15,01:15,"2 Stops (DEL, AMD)"
12517,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,3635,1h 10m,07:50,06:40,Non Stop
12518,SpiceJet,GOI-Goa,BOM-Mumbai,2021-12-04,3635,1h 15m,06:40,05:25,Non Stop
12519,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,3635,1h 25m,01:20,23:55,Non Stop
12520,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-04,3636,1h 10m,00:40,23:30,Non Stop
12521,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-04,3636,1h 10m,02:55,01:45,Non Stop
12522,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-04,3636,1h 15m,08:10,06:55,Non Stop
12523,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,3637,1h 15m,08:45,07:30,Non Stop
12524,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,3637,1h 15m,07:40,06:25,Non Stop
12525,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,3637,1h 20m,02:25,01:05,Non Stop
12526,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,3637,1h 30m,05:35,04:05,Non Stop
12527,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,3638,1h 15m,01:35,00:20,Non Stop
12528,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,3952,1h 10m,00:10,23:00,Non Stop
12529,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,6159,5h 20m,02:00,20:40,1 stop at Ahmedabad
12530,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,6159,14h 20m,11:00,20:40,1 stop at Ahmedabad
12531,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,6160,7h 30m,06:35,23:05,1 stop at Delhi
12532,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,6160,8h,07:15,23:15,1 stop at Bengaluru
12533,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,6160,8h 45m,07:15,22:30,1 stop at Bengaluru
12534,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,6160,15h 5m,06:35,15:30,1 stop at Delhi
12535,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,6326,9h 25m,09:10,23:45,1 stop at Delhi
12536,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,6326,10h 25m,10:10,23:45,1 stop at Delhi
12537,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,6326,13h 5m,12:50,23:45,1 stop at Delhi
12538,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,6326,15h 15m,15:00,23:45,1 stop at Delhi
12539,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,7205,1h 20m,18:20,17:00,Non Stop
12540,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,7312,1h 15m,16:35,15:20,Non Stop
12541,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-04,7521,1h 15m,17:45,16:30,Non Stop
12542,SpiceJet,GOI-Goa,BOM-Mumbai,2021-12-04,7941,1h 15m,14:45,13:30,Non Stop
12543,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,8045,1h 25m,19:40,18:15,Non Stop
12544,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,9045,1h 25m,22:25,21:00,Non Stop
12545,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,9097,6h 40m,00:35,17:55,"2 Stops (HYD, BLR)"
12546,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,9097,11h 10m,07:15,20:05,"2 Stops (HYD, BLR)"
12547,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,9097,13h 20m,07:15,17:55,"2 Stops (HYD, BLR)"
12548,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,9201,1h 20m,14:35,13:15,Non Stop
12549,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,9570,24h 5m,21:05,21:00,1 stop at Bengaluru
12550,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9622,6h 5m,20:45,14:40,1 stop at Bengaluru
12551,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9622,7h 10m,21:50,14:40,1 stop at Bengaluru
12552,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9622,8h 45m,23:25,14:40,1 stop at Bengaluru
12553,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9622,17h 35m,08:15,14:40,1 stop at Bengaluru
12554,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-04,9831,1h 10m,19:40,18:30,Non Stop
12555,IndiGo,GOI-Goa,BOM-Mumbai,2021-12-04,9831,1h 15m,14:25,13:10,Non Stop
12556,SpiceJet,GOI-Goa,BOM-Mumbai,2021-12-04,9831,1h 15m,18:50,17:35,Non Stop
12557,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9833,1h 25m,14:45,13:20,Non Stop
12558,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9937,5h 35m,20:15,14:40,1 stop at Bengaluru
12559,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,9937,19h 35m,10:15,14:40,1 stop at Bengaluru
12560,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,10566,7h 50m,21:50,14:00,1 stop at Bengaluru
12561,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,10566,9h 55m,23:55,14:00,1 stop at Bengaluru
12562,Air Asia,GOI-Goa,BOM-Mumbai,2021-12-04,11460,14h,06:35,16:35,1 stop at Delhi
12563,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,11837,8h 20m,23:00,14:40,"2 Stops (BLR, HYD)"
12564,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,12825,20h 45m,11:25,14:40,1 stop at Bengaluru
12565,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13069,28h 40m,22:10,17:30,"3 Stops (MYQ, HYD, DEL)"
12566,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13192,7h 50m,09:05,01:15,1 stop at Delhi
12567,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13192,8h 55m,10:10,01:15,1 stop at Delhi
12568,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13192,10h,11:15,01:15,1 stop at Delhi
12569,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13192,11h 35m,12:50,01:15,1 stop at Delhi
12570,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13192,18h 45m,20:00,01:15,1 stop at Delhi
12571,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13192,20h,21:15,01:15,1 stop at Delhi
12572,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,13612,11h 50m,09:45,21:55,1 stop at Delhi
12573,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,13612,22h 10m,20:05,21:55,1 stop at Delhi
12574,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,13612,25h 55m,23:50,21:55,1 stop at Delhi
12575,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,15h 50m,12:50,21:00,"2 Stops (BLR, DEL)"
12576,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,23h,20:00,21:00,"2 Stops (BLR, DEL)"
12577,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,23h,20:00,21:00,"2 Stops (BLR, DEL)"
12578,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,24h 15m,21:15,21:00,"2 Stops (BLR, DEL)"
12579,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,24h 15m,21:15,21:00,"2 Stops (BLR, DEL)"
12580,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,24h 35m,21:35,21:00,"3 Stops (BLR, DEL, IXU)"
12581,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,24h 35m,21:35,21:00,"3 Stops (BLR, DEL, IXU)"
12582,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,25h 10m,22:10,21:00,"2 Stops (BLR, DEL)"
12583,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,13668,25h 10m,22:10,21:00,"2 Stops (BLR, DEL)"
12584,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,13717,13h 15m,11:10,21:55,1 stop at Delhi
12585,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,13717,13h 40m,11:35,21:55,1 stop at Delhi
12586,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,13717,18h 35m,16:30,21:55,1 stop at Delhi
12587,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14032,14h 40m,12:35,21:55,1 stop at Delhi
12588,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14032,16h 5m,14:00,21:55,1 stop at Delhi
12589,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,14032,20h 20m,21:35,01:15,"2 Stops (DEL, IXU)"
12590,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14032,24h 55m,22:50,21:55,1 stop at Delhi
12591,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14347,17h 5m,15:00,21:55,1 stop at Delhi
12592,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14347,23h 20m,21:15,21:55,1 stop at Delhi
12593,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14347,24h 5m,22:00,21:55,1 stop at Delhi
12594,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14662,19h 45m,17:40,21:55,1 stop at Delhi
12595,Vistara,GOI-Goa,BOM-Mumbai,2021-12-04,14662,21h 10m,19:05,21:55,1 stop at Delhi
12596,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,16062,44h,21:15,01:15,"2 Stops (DEL, AMD)"
12597,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,16093,23h,20:00,21:00,"2 Stops (BLR, DEL)"
12598,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,16762,14h 35m,15:50,01:15,"2 Stops (DEL, JAI)"
12599,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,16892,7h,00:40,17:40,1 stop at Delhi
12600,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,16892,10h 35m,04:15,17:40,1 stop at Delhi
12601,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,16892,15h 30m,09:10,17:40,1 stop at Delhi
12602,Go First,GOI-Goa,BOM-Mumbai,2021-12-04,16892,16h 30m,10:10,17:40,1 stop at Delhi
12603,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,17077,14h 35m,15:50,01:15,"2 Stops (DEL, JAI)"
12604,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,17287,5h 50m,20:00,14:10,1 stop at Delhi
12605,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,17287,7h 5m,21:15,14:10,1 stop at Delhi
12606,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,18127,7h 25m,21:35,14:10,"2 Stops (DEL, IXU)"
12607,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,18141,31h 5m,21:15,14:10,"2 Stops (DEL, AMD)"
12608,Air India,GOI-Goa,BOM-Mumbai,2021-12-04,20122,8h,22:10,14:10,1 stop at Delhi
12609,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,7624,8h 25m,09:30,01:05,1 stop at Mumbai
12610,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,7626,2h 30m,03:20,00:50,Non Stop
12611,Go First,GOI-Goa,DEL-Delhi,2021-11-28,7626,9h 10m,20:10,11:00,1 stop at Mumbai
12612,Go First,GOI-Goa,DEL-Delhi,2021-11-28,7626,11h 25m,22:25,11:00,1 stop at Mumbai
12613,Go First,GOI-Goa,DEL-Delhi,2021-11-28,7626,12h 30m,23:30,11:00,1 stop at Mumbai
12614,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,7794,16h 5m,21:30,05:25,1 stop at Mumbai
12615,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,7794,18h 30m,23:55,05:25,1 stop at Mumbai
12616,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,8179,9h 50m,16:15,06:25,"2 Stops (BOM, IXR)"
12617,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,8179,13h 40m,20:05,06:25,"2 Stops (BOM, IXR)"
12618,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,8256,2h 30m,05:50,03:20,Non Stop
12619,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,8337,7h 5m,12:30,05:25,1 stop at Mumbai
12620,Air India,GOI-Goa,DEL-Delhi,2021-11-28,8467,2h 25m,03:40,01:15,Non Stop
12621,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,8827,14h 15m,22:30,08:15,1 stop at Ahmedabad
12622,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,9286,23h 30m,07:45,08:15,1 stop at Ahmedabad
12623,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,9569,7h 10m,07:15,00:05,1 stop at Amritsar
12624,Go First,GOI-Goa,DEL-Delhi,2021-11-28,9777,2h 25m,02:10,23:45,Non Stop
12625,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,9938,10h 25m,08:55,22:30,1 stop at Bengaluru
12626,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,9938,15h 35m,14:05,22:30,1 stop at Bengaluru
12627,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,10461,2h 25m,01:00,22:35,Non Stop
12628,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,10556,2h 30m,00:30,22:00,Non Stop
12629,Go First,GOI-Goa,DEL-Delhi,2021-11-28,10565,2h 45m,14:45,12:00,Non Stop
12630,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,11091,5h 25m,22:30,17:05,1 stop at Surat
12631,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,11557,25h 25m,22:30,21:05,1 stop at Ahmedabad
12632,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,11669,5h 10m,08:35,03:25,1 stop at Jaipur
12633,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,12016,10h 40m,07:45,21:05,1 stop at Ahmedabad
12634,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,12719,7h 15m,09:20,02:05,1 stop at Mumbai
12635,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,13139,7h 5m,14:00,06:55,1 stop at Mumbai
12636,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,13360,6h 20m,23:55,17:35,1 stop at Mumbai
12637,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,13360,8h,21:30,13:30,1 stop at Mumbai
12638,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,13360,10h 25m,23:55,13:30,1 stop at Mumbai
12639,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,13360,16h,09:35,17:35,1 stop at Mumbai
12640,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,13360,20h 5m,09:35,13:30,1 stop at Mumbai
12641,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,13454,5h 45m,09:15,03:30,1 stop at Nagpur
12642,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,13504,2h 35m,10:55,08:20,Non Stop
12643,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,13504,2h 40m,01:45,23:05,Non Stop
12644,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,13874,7h,09:30,02:30,1 stop at Bengaluru
12645,Go First,GOI-Goa,DEL-Delhi,2021-11-28,14629,8h 15m,08:10,23:55,1 stop at Mumbai
12646,Go First,GOI-Goa,DEL-Delhi,2021-11-28,14629,10h 15m,10:10,23:55,1 stop at Mumbai
12647,Go First,GOI-Goa,DEL-Delhi,2021-11-28,14629,12h 15m,12:10,23:55,1 stop at Mumbai
12648,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,15082,5h 55m,19:25,13:30,1 stop at Pune
12649,Vistara,GOI-Goa,DEL-Delhi,2021-11-28,15083,2h 35m,17:05,14:30,Non Stop
12650,Vistara,GOI-Goa,DEL-Delhi,2021-11-28,15083,2h 35m,11:00,08:25,Non Stop
12651,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,5h 15m,23:30,18:15,1 stop at Mumbai
12652,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,5h 25m,22:25,17:00,1 stop at Mumbai
12653,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,6h 30m,23:30,17:00,1 stop at Mumbai
12654,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,15259,6h 30m,14:05,07:35,1 stop at Bengaluru
12655,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,6h 35m,00:50,18:15,1 stop at Mumbai
12656,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,6h 55m,20:10,13:15,1 stop at Mumbai
12657,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,7h 45m,02:00,18:15,1 stop at Mumbai
12658,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,7h 50m,00:50,17:00,1 stop at Mumbai
12659,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,9h,02:00,17:00,1 stop at Mumbai
12660,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,9h 10m,22:25,13:15,1 stop at Mumbai
12661,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,9h 25m,20:10,10:45,1 stop at Mumbai
12662,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,10h 15m,23:30,13:15,1 stop at Mumbai
12663,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,11h 35m,00:50,13:15,1 stop at Mumbai
12664,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,11h 40m,22:25,10:45,1 stop at Mumbai
12665,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,12h 45m,23:30,10:45,1 stop at Mumbai
12666,Go First,GOI-Goa,DEL-Delhi,2021-11-28,15259,12h 45m,02:00,13:15,1 stop at Mumbai
12667,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,15344,6h 10m,19:20,13:10,1 stop at Mumbai
12668,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,15344,7h 25m,20:35,13:10,1 stop at Mumbai
12669,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,15363,18h 55m,12:30,17:35,1 stop at Mumbai
12670,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,15363,23h,12:30,13:30,1 stop at Mumbai
12671,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,16184,5h 40m,15:50,10:10,1 stop at Mumbai
12672,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,16499,4h 50m,18:00,13:10,1 stop at Mumbai
12673,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,16551,2h 40m,17:45,15:05,Non Stop
12674,SpiceJet,GOI-Goa,DEL-Delhi,2021-11-28,16551,2h 40m,22:10,19:30,Non Stop
12675,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,16709,4h 55m,12:20,07:25,1 stop at Ahmedabad
12676,IndiGo,GOI-Goa,DEL-Delhi,2021-11-28,16919,5h 5m,07:15,02:10,1 stop at Hyderabad
12677,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,17078,6h 50m,02:55,20:05,"2 Stops (HYD, BLR)"
12678,Air Asia,GOI-Goa,DEL-Delhi,2021-11-28,17078,7h 5m,01:00,17:55,"2 Stops (HYD, BLR)"
