,Name,Source,destination,date_of_journey,fare,duration,arrival_time,departure_time,stops
0,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-28,5177,1h 20m,19:00,17:40,Non Stop
1,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-28,5177,1h 25m,11:10,09:45,Non Stop
2,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-28,5177,1h 30m,08:30,07:00,Non Stop
3,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-28,5177,1h 30m,18:15,16:45,Non Stop
4,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,5178,1h 35m,10:40,09:05,Non Stop
5,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,5651,1h 30m,17:45,16:15,Non Stop
6,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-28,5703,3h 35m,14:50,11:15,1 stop at Hyderabad
7,Air Asia,BLR-Bengaluru,PNQ-Pune,2021-11-28,5860,1h 35m,14:25,12:50,Non Stop
8,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,5861,1h 30m,12:50,11:20,Non Stop
9,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,6806,1h 30m,19:45,18:15,Non Stop
10,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,8171,4h 15m,13:25,09:10,1 stop at Chennai
11,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,8171,6h 20m,13:25,07:05,1 stop at Chennai
12,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,8958,9h 35m,09:20,23:45,1 stop at Hyderabad
13,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,3h 40m,16:45,13:05,1 stop at Hyderabad
14,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,4h 50m,15:05,10:15,1 stop at Hyderabad
15,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,5h 45m,15:05,09:20,1 stop at Hyderabad
16,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,6h 30m,16:45,10:15,1 stop at Hyderabad
17,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,7h 25m,16:45,09:20,1 stop at Hyderabad
18,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,7h 55m,15:05,07:10,1 stop at Hyderabad
19,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,9011,9h 35m,16:45,07:10,1 stop at Hyderabad
20,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-28,11416,8h 40m,14:35,05:55,1 stop at Goa
21,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,12581,6h 20m,17:15,10:55,1 stop at Chennai
22,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,12581,8h 5m,17:15,09:10,1 stop at Chennai
23,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,12581,10h 10m,17:15,07:05,1 stop at Chennai
24,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,13211,7h 50m,13:40,05:50,1 stop at Kochi
25,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,13526,3h 55m,16:40,12:45,1 stop at Goa
26,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,13526,6h 30m,16:40,10:10,1 stop at Goa
27,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-28,13526,10h 25m,16:40,06:15,1 stop at Goa
28,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,16624,19h 10m,16:20,21:10,1 stop at Delhi
29,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,16624,20h 40m,16:20,19:40,1 stop at Delhi
30,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,16624,21h 25m,18:35,21:10,1 stop at Delhi
31,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,16624,21h 30m,16:20,18:50,1 stop at Delhi
32,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,16624,22h 55m,18:35,19:40,1 stop at Delhi
33,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,16624,23h 45m,18:35,18:50,1 stop at Delhi
34,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,17569,15h 25m,12:35,21:10,1 stop at Delhi
35,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,17569,16h 55m,12:35,19:40,1 stop at Delhi
36,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,17569,17h 45m,12:35,18:50,1 stop at Delhi
37,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,17989,28h 35m,12:35,08:00,1 stop at Delhi
38,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-28,18224,13h 45m,10:45,21:00,1 stop at Delhi
39,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,19459,25h 5m,12:35,11:30,1 stop at Delhi
40,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,19459,26h 50m,12:35,09:45,1 stop at Delhi
41,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-28,19669,21h 10m,18:10,21:00,1 stop at Delhi
42,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-28,19669,24h 20m,18:10,17:50,1 stop at Delhi
43,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,19880,33h 40m,16:20,06:40,"2 Stops (BOM, DEL)"
44,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,19880,33h 40m,16:20,06:40,"2 Stops (BOM, DEL)"
45,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,19880,35h 55m,18:35,06:40,"2 Stops (BOM, DEL)"
46,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,19880,35h 55m,18:35,06:40,"2 Stops (BOM, DEL)"
47,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-28,20166,7h 20m,15:00,07:40,1 stop at Delhi
48,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-28,20166,11h,18:40,07:40,1 stop at Delhi
49,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20194,22h 30m,16:20,17:50,1 stop at Delhi
50,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20194,24h 45m,18:35,17:50,1 stop at Delhi
51,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20195,31h 50m,16:20,08:30,"2 Stops (BOM, DEL)"
52,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20195,31h 50m,16:20,08:30,"2 Stops (BOM, DEL)"
53,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20195,34h 5m,18:35,08:30,"2 Stops (BOM, DEL)"
54,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20195,34h 5m,18:35,08:30,"2 Stops (BOM, DEL)"
55,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20615,20h 25m,16:20,19:55,"2 Stops (BOM, DEL)"
56,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20615,22h 40m,18:35,19:55,"2 Stops (BOM, DEL)"
57,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20825,29h 55m,12:35,06:40,"2 Stops (BOM, DEL)"
58,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,20825,29h 55m,12:35,06:40,"2 Stops (BOM, DEL)"
59,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21139,18h 45m,12:35,17:50,1 stop at Delhi
60,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21140,14h 55m,12:35,21:40,"2 Stops (BOM, DEL)"
61,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21140,14h 55m,12:35,21:40,"2 Stops (BOM, DEL)"
62,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21140,14h 55m,12:35,21:40,"2 Stops (BOM, DEL)"
63,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21140,28h 5m,12:35,08:30,"2 Stops (BOM, DEL)"
64,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21140,28h 5m,12:35,08:30,"2 Stops (BOM, DEL)"
65,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21560,16h 40m,12:35,19:55,"2 Stops (BOM, DEL)"
66,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21560,16h 40m,12:35,19:55,"2 Stops (BOM, DEL)"
67,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21560,16h 40m,12:35,19:55,"2 Stops (BOM, DEL)"
68,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,21560,16h 40m,12:35,19:55,"2 Stops (BOM, DEL)"
69,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-28,22819,5h 35m,12:35,07:00,1 stop at Delhi
70,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-28,22819,12h,18:10,06:10,1 stop at Delhi
71,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-28,25444,23h,18:10,19:10,"2 Stops (BOM, DEL)"
72,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-28,31849,7h 45m,18:10,10:25,1 stop at Delhi
73,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-29,5177,1h 20m,19:00,17:40,Non Stop
74,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-29,5177,1h 25m,11:10,09:45,Non Stop
75,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-29,5177,1h 30m,08:30,07:00,Non Stop
76,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-29,5177,1h 30m,18:15,16:45,Non Stop
77,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-29,5177,3h 35m,14:50,11:15,1 stop at Hyderabad
78,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,5178,1h 30m,12:50,11:20,Non Stop
79,Air Asia,BLR-Bengaluru,PNQ-Pune,2021-11-29,5179,1h 35m,14:25,12:50,Non Stop
80,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,5493,1h 30m,19:45,18:15,Non Stop
81,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,5493,1h 30m,17:45,16:15,Non Stop
82,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,5493,1h 35m,10:40,09:05,Non Stop
83,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,6648,4h 15m,13:25,09:10,1 stop at Chennai
84,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,6648,6h 20m,13:25,07:05,1 stop at Chennai
85,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,8066,8h 5m,17:15,09:10,1 stop at Chennai
86,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,8066,10h 10m,17:15,07:05,1 stop at Chennai
87,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,8118,6h 20m,17:15,10:55,1 stop at Chennai
88,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,10218,4h 50m,15:05,10:15,1 stop at Hyderabad
89,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,10218,5h 45m,15:05,09:20,1 stop at Hyderabad
90,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,10218,7h 55m,15:05,07:10,1 stop at Hyderabad
91,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,10218,8h 55m,15:05,06:10,1 stop at Hyderabad
92,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-29,12256,8h 40m,14:35,05:55,1 stop at Goa
93,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,12266,7h 50m,13:40,05:50,1 stop at Kochi
94,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,13158,3h 40m,16:45,13:05,1 stop at Hyderabad
95,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,13158,6h 30m,16:45,10:15,1 stop at Hyderabad
96,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,13158,7h 25m,16:45,09:20,1 stop at Hyderabad
97,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,13158,9h 35m,16:45,07:10,1 stop at Hyderabad
98,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,13473,10h 25m,16:40,06:15,1 stop at Goa
99,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,14151,5h 35m,12:35,07:00,1 stop at Delhi
100,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,14548,24h 30m,08:05,07:35,"2 Stops (HYD, DEL)"
101,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-29,15440,7h 20m,15:00,07:40,1 stop at Delhi
102,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,15h 25m,12:35,21:10,1 stop at Delhi
103,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,16h 55m,12:35,19:40,1 stop at Delhi
104,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,17h 45m,12:35,18:50,1 stop at Delhi
105,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,18h 45m,12:35,17:50,1 stop at Delhi
106,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,19h 10m,16:20,21:10,1 stop at Delhi
107,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,20h 40m,16:20,19:40,1 stop at Delhi
108,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,21h 30m,16:20,18:50,1 stop at Delhi
109,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,22h 30m,16:20,17:50,1 stop at Delhi
110,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,26h 50m,12:35,09:45,1 stop at Delhi
111,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,15889,28h 35m,12:35,08:00,1 stop at Delhi
112,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-29,16334,11h,18:40,07:40,1 stop at Delhi
113,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-29,16361,3h 55m,16:40,12:45,1 stop at Goa
114,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,6h 35m,16:20,09:45,1 stop at Delhi
115,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,8h 20m,16:20,08:00,1 stop at Delhi
116,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,8h 50m,18:35,09:45,1 stop at Delhi
117,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,10h 35m,18:35,08:00,1 stop at Delhi
118,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,11h 5m,08:05,21:00,1 stop at Delhi
119,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,14h 15m,08:05,17:50,1 stop at Delhi
120,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,18h 45m,08:05,13:20,1 stop at Delhi
121,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,21h 10m,18:10,21:00,1 stop at Delhi
122,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,21h 25m,18:35,21:10,1 stop at Delhi
123,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,21h 40m,08:05,10:25,1 stop at Delhi
124,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,22h 55m,18:35,19:40,1 stop at Delhi
125,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,23h 45m,18:35,18:50,1 stop at Delhi
126,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,24h 20m,18:10,17:50,1 stop at Delhi
127,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,24h 45m,18:35,17:50,1 stop at Delhi
128,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,16624,25h 55m,08:05,06:10,1 stop at Delhi
129,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,17698,25h 5m,08:05,07:00,"2 Stops (JAI, DEL)"
130,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,17698,35h 10m,18:10,07:00,"2 Stops (JAI, DEL)"
131,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,17779,25h 5m,12:35,11:30,1 stop at Delhi
132,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,17989,9h 20m,16:20,07:00,1 stop at Delhi
133,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-29,17989,11h 35m,18:35,07:00,1 stop at Delhi
134,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-29,18224,13h 45m,10:45,21:00,1 stop at Delhi
135,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,19368,23h 5m,08:05,09:00,"3 Stops (MYQ, COK, DEL)"
136,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,19368,33h 10m,18:10,09:00,"3 Stops (MYQ, COK, DEL)"
137,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,19669,7h 45m,18:10,10:25,1 stop at Delhi
138,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,19669,12h,18:10,06:10,1 stop at Delhi
139,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,20509,13h 5m,08:05,19:00,"2 Stops (GOI, DEL)"
140,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,22924,11h 25m,18:10,06:45,"2 Stops (BOM, DEL)"
141,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-29,27439,10h 35m,18:10,07:35,"2 Stops (HYD, DEL)"
142,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,1h 20m,19:00,17:40,Non Stop
143,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,1h 25m,11:10,09:45,Non Stop
144,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,1h 30m,18:15,16:45,Non Stop
145,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,1h 30m,08:30,07:00,Non Stop
146,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,3h 35m,14:50,11:15,1 stop at Hyderabad
147,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,14h 45m,11:45,21:00,1 stop at Delhi
148,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,5177,18h 45m,11:45,17:00,"2 Stops (IXR, DEL)"
149,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,5178,1h 30m,12:50,11:20,Non Stop
150,Air Asia,BLR-Bengaluru,PNQ-Pune,2021-11-30,5179,1h 35m,14:25,12:50,Non Stop
151,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,5336,1h 30m,17:45,16:15,Non Stop
152,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,5336,1h 35m,10:40,09:05,Non Stop
153,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,6648,4h 15m,13:25,09:10,1 stop at Chennai
154,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,6648,6h 20m,13:25,07:05,1 stop at Chennai
155,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,7908,1h 30m,19:45,18:15,Non Stop
156,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,8066,6h 20m,17:15,10:55,1 stop at Chennai
157,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,8066,8h 5m,17:15,09:10,1 stop at Chennai
158,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,8066,10h 10m,17:15,07:05,1 stop at Chennai
159,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,8906,4h 50m,15:05,10:15,1 stop at Hyderabad
160,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,8906,7h 55m,15:05,07:10,1 stop at Hyderabad
161,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,8906,8h 55m,15:05,06:10,1 stop at Hyderabad
162,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,9903,3h 40m,16:45,13:05,1 stop at Hyderabad
163,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,9903,6h 30m,16:45,10:15,1 stop at Hyderabad
164,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,9903,9h 35m,16:45,07:10,1 stop at Hyderabad
165,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,10113,5h 45m,15:05,09:20,1 stop at Hyderabad
166,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-11-30,10260,8h 40m,14:35,05:55,1 stop at Goa
167,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,11111,7h 25m,16:45,09:20,1 stop at Hyderabad
168,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,12161,7h 50m,13:40,05:50,1 stop at Kochi
169,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,12423,10h 25m,16:40,06:15,1 stop at Goa
170,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,12469,25h 15m,07:00,05:45,"4 Stops (CCU, BBI, HYD, DEL)"
171,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,10h 55m,08:05,21:10,1 stop at Delhi
172,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,12h 25m,08:05,19:40,1 stop at Delhi
173,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,13h 15m,08:05,18:50,1 stop at Delhi
174,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,14h 15m,08:05,17:50,1 stop at Delhi
175,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,20h 35m,08:05,11:30,1 stop at Delhi
176,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,22h 20m,08:05,09:45,1 stop at Delhi
177,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,24h 5m,08:05,08:00,1 stop at Delhi
178,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,13258,25h 5m,08:05,07:00,1 stop at Delhi
179,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,13824,19h 10m,07:00,11:50,"2 Stops (MAA, DEL)"
180,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,13824,19h 10m,07:00,11:50,"2 Stops (MAA, DEL)"
181,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,14706,7h 20m,15:00,07:40,1 stop at Delhi
182,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,14734,10h,07:00,21:00,1 stop at Delhi
183,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,14734,20h 35m,07:00,10:25,1 stop at Delhi
184,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,14734,25h 15m,07:00,05:45,1 stop at Delhi
185,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-11-30,14891,3h 55m,16:40,12:45,1 stop at Goa
186,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15154,19h 10m,16:20,21:10,1 stop at Delhi
187,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15154,20h 40m,16:20,19:40,1 stop at Delhi
188,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15154,21h 30m,16:20,18:50,1 stop at Delhi
189,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15154,22h 30m,16:20,17:50,1 stop at Delhi
190,Go First,BLR-Bengaluru,PNQ-Pune,2021-11-30,15440,11h,18:40,07:40,1 stop at Delhi
191,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,15619,15h 30m,07:00,15:30,"2 Stops (LKO, DEL)"
192,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15889,8h 20m,16:20,08:00,1 stop at Delhi
193,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15889,22h 25m,19:35,21:10,1 stop at Delhi
194,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15889,23h 55m,19:35,19:40,1 stop at Delhi
195,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15889,24h 45m,19:35,18:50,1 stop at Delhi
196,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15889,25h 45m,19:35,17:50,1 stop at Delhi
197,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,15903,24h 20m,07:00,06:40,"3 Stops (MYQ, COK, DEL)"
198,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,15903,24h 20m,07:00,06:40,"3 Stops (MYQ, COK, DEL)"
199,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15994,5h 35m,12:35,07:00,1 stop at Delhi
200,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15994,6h 35m,16:20,09:45,1 stop at Delhi
201,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,15994,9h 20m,16:20,07:00,1 stop at Delhi
202,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,27h,22:55,19:55,"2 Stops (BOM, DEL)"
203,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,27h 55m,22:55,19:00,"2 Stops (BOM, DEL)"
204,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,27h 55m,22:55,19:00,"2 Stops (BOM, DEL)"
205,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,28h 30m,22:55,18:25,"2 Stops (BOM, DEL)"
206,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,28h 30m,22:55,18:25,"2 Stops (BOM, DEL)"
207,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,37h 25m,22:55,09:30,"2 Stops (BOM, DEL)"
208,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,37h 25m,22:55,09:30,"2 Stops (BOM, DEL)"
209,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,38h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
210,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,38h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
211,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,40h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
212,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16415,40h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
213,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16624,7h 5m,18:35,11:30,1 stop at Delhi
214,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,16624,7h 45m,18:10,10:25,1 stop at Delhi
215,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16624,10h 35m,18:35,08:00,1 stop at Delhi
216,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,16624,12h 25m,18:10,05:45,1 stop at Delhi
217,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,16701,28h 45m,11:30,06:45,"3 Stops (BOM, AMD, ISK)"
218,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16729,8h 50m,18:35,09:45,1 stop at Delhi
219,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,16729,11h 35m,18:35,07:00,1 stop at Delhi
220,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,16939,13h 40m,07:00,17:20,1 stop at Delhi
221,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,12h 10m,08:05,19:55,"2 Stops (BOM, DEL)"
222,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,13h 5m,08:05,19:00,"2 Stops (BOM, DEL)"
